date,state,district,type,beds
2015-01-01,Kedah,Kuala Muda,special_medical_institution,0
2016-01-01,Kedah,Kuala Muda,special_medical_institution,0
2017-01-01,Kedah,Kuala Muda,special_medical_institution,0
2018-01-01,Kedah,Kuala Muda,special_medical_institution,0
2019-01-01,Kedah,Kuala Muda,special_medical_institution,0
2020-01-01,Kedah,Kuala Muda,special_medical_institution,0
2021-01-01,Kedah,Kuala Muda,special_medical_institution,0
2022-01-01,Kedah,Kuala Muda,special_medical_institution,0
2015-01-01,Kedah,Kubang Pasu,all,103
2016-01-01,Kedah,Kubang Pasu,all,103
2017-01-01,Kedah,Kubang Pasu,all,103
2018-01-01,Kedah,Kubang Pasu,all,91
2019-01-01,Kedah,Kubang Pasu,all,91
2020-01-01,Kedah,Kubang Pasu,all,91
2021-01-01,Kedah,Kubang Pasu,all,91
2022-01-01,Kedah,Kubang Pasu,all,91
2015-01-01,Kedah,Kubang Pasu,hospital_moh,103
2016-01-01,Kedah,Kubang Pasu,hospital_moh,103
2017-01-01,Kedah,Kubang Pasu,hospital_moh,103
2018-01-01,Kedah,Kubang Pasu,hospital_moh,91
2019-01-01,Kedah,Kubang Pasu,hospital_moh,91
2020-01-01,Kedah,Kubang Pasu,hospital_moh,91
2021-01-01,Kedah,Kubang Pasu,hospital_moh,91
2022-01-01,Kedah,Kubang Pasu,hospital_moh,91
2015-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2016-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2017-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2018-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2019-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2020-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2021-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2022-01-01,Kedah,Kubang Pasu,hospital_non_moh,0
2015-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2016-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2017-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2018-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2019-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2020-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2021-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2022-01-01,Kedah,Kubang Pasu,special_medical_institution,0
2015-01-01,Kedah,Kulim,all,314
2016-01-01,Kedah,Kulim,all,350
2017-01-01,Kedah,Kulim,all,350
2018-01-01,Kedah,Kulim,all,350
2019-01-01,Kedah,Kulim,all,320
2020-01-01,Kedah,Kulim,all,320
2021-01-01,Kedah,Kulim,all,320
2022-01-01,Kedah,Kulim,all,320
2015-01-01,Kedah,Kulim,hospital_moh,314
2016-01-01,Kedah,Kulim,hospital_moh,350
2017-01-01,Kedah,Kulim,hospital_moh,350
2018-01-01,Kedah,Kulim,hospital_moh,350
2019-01-01,Kedah,Kulim,hospital_moh,320
2020-01-01,Kedah,Kulim,hospital_moh,320
2021-01-01,Kedah,Kulim,hospital_moh,320
2022-01-01,Kedah,Kulim,hospital_moh,320
2015-01-01,Kedah,Kulim,hospital_non_moh,0
2016-01-01,Kedah,Kulim,hospital_non_moh,0
2017-01-01,Kedah,Kulim,hospital_non_moh,0
2018-01-01,Kedah,Kulim,hospital_non_moh,0
2019-01-01,Kedah,Kulim,hospital_non_moh,0
2020-01-01,Kedah,Kulim,hospital_non_moh,0
2021-01-01,Kedah,Kulim,hospital_non_moh,0
2022-01-01,Kedah,Kulim,hospital_non_moh,0
2015-01-01,Kedah,Kulim,special_medical_institution,0
2016-01-01,Kedah,Kulim,special_medical_institution,0
2017-01-01,Kedah,Kulim,special_medical_institution,0
2018-01-01,Kedah,Kulim,special_medical_institution,0
2019-01-01,Kedah,Kulim,special_medical_institution,0
2020-01-01,Kedah,Kulim,special_medical_institution,0
2021-01-01,Kedah,Kulim,special_medical_institution,0
2022-01-01,Kedah,Kulim,special_medical_institution,0
2015-01-01,Kedah,Langkawi,all,110
2016-01-01,Kedah,Langkawi,all,110
2017-01-01,Kedah,Langkawi,all,110
2018-01-01,Kedah,Langkawi,all,110
2019-01-01,Kedah,Langkawi,all,110
2020-01-01,Kedah,Langkawi,all,110
2021-01-01,Kedah,Langkawi,all,163
2022-01-01,Kedah,Langkawi,all,163
2015-01-01,Kedah,Langkawi,hospital_moh,110
2016-01-01,Kedah,Langkawi,hospital_moh,110
2017-01-01,Kedah,Langkawi,hospital_moh,110
2018-01-01,Kedah,Langkawi,hospital_moh,110
2019-01-01,Kedah,Langkawi,hospital_moh,110
2020-01-01,Kedah,Langkawi,hospital_moh,110
2021-01-01,Kedah,Langkawi,hospital_moh,163
2022-01-01,Kedah,Langkawi,hospital_moh,163
2015-01-01,Kedah,Langkawi,hospital_non_moh,0
2016-01-01,Kedah,Langkawi,hospital_non_moh,0
2017-01-01,Kedah,Langkawi,hospital_non_moh,0
2018-01-01,Kedah,Langkawi,hospital_non_moh,0
2019-01-01,Kedah,Langkawi,hospital_non_moh,0
2020-01-01,Kedah,Langkawi,hospital_non_moh,0
2021-01-01,Kedah,Langkawi,hospital_non_moh,0
2022-01-01,Kedah,Langkawi,hospital_non_moh,0
2015-01-01,Kedah,Langkawi,special_medical_institution,0
2016-01-01,Kedah,Langkawi,special_medical_institution,0
2017-01-01,Kedah,Langkawi,special_medical_institution,0
2018-01-01,Kedah,Langkawi,special_medical_institution,0
2019-01-01,Kedah,Langkawi,special_medical_institution,0
2020-01-01,Kedah,Langkawi,special_medical_institution,0
2021-01-01,Kedah,Langkawi,special_medical_institution,0
2022-01-01,Kedah,Langkawi,special_medical_institution,0
2015-01-01,Kedah,Padang Terap,all,72
2016-01-01,Kedah,Padang Terap,all,72
2017-01-01,Kedah,Padang Terap,all,89
2018-01-01,Kedah,Padang Terap,all,89
2019-01-01,Kedah,Padang Terap,all,89
2020-01-01,Kedah,Padang Terap,all,80
2021-01-01,Kedah,Padang Terap,all,80
2022-01-01,Kedah,Padang Terap,all,80
2015-01-01,Kedah,Padang Terap,hospital_moh,72
2016-01-01,Kedah,Padang Terap,hospital_moh,72
2017-01-01,Kedah,Padang Terap,hospital_moh,89
2018-01-01,Kedah,Padang Terap,hospital_moh,89
2019-01-01,Kedah,Padang Terap,hospital_moh,89
2020-01-01,Kedah,Padang Terap,hospital_moh,80
2021-01-01,Kedah,Padang Terap,hospital_moh,80
2022-01-01,Kedah,Padang Terap,hospital_moh,80
2015-01-01,Kedah,Padang Terap,hospital_non_moh,0
2016-01-01,Kedah,Padang Terap,hospital_non_moh,0
2017-01-01,Kedah,Padang Terap,hospital_non_moh,0
2018-01-01,Kedah,Padang Terap,hospital_non_moh,0
2019-01-01,Kedah,Padang Terap,hospital_non_moh,0
2020-01-01,Kedah,Padang Terap,hospital_non_moh,0
2021-01-01,Kedah,Padang Terap,hospital_non_moh,0
2022-01-01,Kedah,Padang Terap,hospital_non_moh,0
2015-01-01,Kedah,Padang Terap,special_medical_institution,0
2016-01-01,Kedah,Padang Terap,special_medical_institution,0
2017-01-01,Kedah,Padang Terap,special_medical_institution,0
2018-01-01,Kedah,Padang Terap,special_medical_institution,0
2019-01-01,Kedah,Padang Terap,special_medical_institution,0
2020-01-01,Kedah,Padang Terap,special_medical_institution,0
2021-01-01,Kedah,Padang Terap,special_medical_institution,0
2022-01-01,Kedah,Padang Terap,special_medical_institution,0
2015-01-01,Kedah,Pendang,all,0
2016-01-01,Kedah,Pendang,all,0
2017-01-01,Kedah,Pendang,all,0
2018-01-01,Kedah,Pendang,all,0
2019-01-01,Kedah,Pendang,all,0
2020-01-01,Kedah,Pendang,all,0
2021-01-01,Kedah,Pendang,all,0
2022-01-01,Kedah,Pendang,all,0
2015-01-01,Kedah,Pendang,hospital_moh,0
2016-01-01,Kedah,Pendang,hospital_moh,0
2017-01-01,Kedah,Pendang,hospital_moh,0
2018-01-01,Kedah,Pendang,hospital_moh,0
2019-01-01,Kedah,Pendang,hospital_moh,0
2020-01-01,Kedah,Pendang,hospital_moh,0
2021-01-01,Kedah,Pendang,hospital_moh,0
2022-01-01,Kedah,Pendang,hospital_moh,0
2015-01-01,Kedah,Pendang,hospital_non_moh,0
2016-01-01,Kedah,Pendang,hospital_non_moh,0
2017-01-01,Kedah,Pendang,hospital_non_moh,0
2018-01-01,Kedah,Pendang,hospital_non_moh,0
2019-01-01,Kedah,Pendang,hospital_non_moh,0
2020-01-01,Kedah,Pendang,hospital_non_moh,0
2021-01-01,Kedah,Pendang,hospital_non_moh,0
2022-01-01,Kedah,Pendang,hospital_non_moh,0
2015-01-01,Kedah,Pendang,special_medical_institution,0
2016-01-01,Kedah,Pendang,special_medical_institution,0
2017-01-01,Kedah,Pendang,special_medical_institution,0
2018-01-01,Kedah,Pendang,special_medical_institution,0
2019-01-01,Kedah,Pendang,special_medical_institution,0
2020-01-01,Kedah,Pendang,special_medical_institution,0
2021-01-01,Kedah,Pendang,special_medical_institution,0
2022-01-01,Kedah,Pendang,special_medical_institution,0
2015-01-01,Kedah,Pokok Sena,all,0
2016-01-01,Kedah,Pokok Sena,all,0
2017-01-01,Kedah,Pokok Sena,all,0
2018-01-01,Kedah,Pokok Sena,all,0
2019-01-01,Kedah,Pokok Sena,all,0
2020-01-01,Kedah,Pokok Sena,all,0
2021-01-01,Kedah,Pokok Sena,all,0
2022-01-01,Kedah,Pokok Sena,all,0
2015-01-01,Kedah,Pokok Sena,hospital_moh,0
2016-01-01,Kedah,Pokok Sena,hospital_moh,0
2017-01-01,Kedah,Pokok Sena,hospital_moh,0
2018-01-01,Kedah,Pokok Sena,hospital_moh,0
2019-01-01,Kedah,Pokok Sena,hospital_moh,0
2020-01-01,Kedah,Pokok Sena,hospital_moh,0
2021-01-01,Kedah,Pokok Sena,hospital_moh,0
2022-01-01,Kedah,Pokok Sena,hospital_moh,0
2015-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2016-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2017-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2018-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2019-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2020-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2021-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2022-01-01,Kedah,Pokok Sena,hospital_non_moh,0
2015-01-01,Kedah,Pokok Sena,special_medical_institution,0
2016-01-01,Kedah,Pokok Sena,special_medical_institution,0
2017-01-01,Kedah,Pokok Sena,special_medical_institution,0
2018-01-01,Kedah,Pokok Sena,special_medical_institution,0
2019-01-01,Kedah,Pokok Sena,special_medical_institution,0
2020-01-01,Kedah,Pokok Sena,special_medical_institution,0
2021-01-01,Kedah,Pokok Sena,special_medical_institution,0
2022-01-01,Kedah,Pokok Sena,special_medical_institution,0
2015-01-01,Kedah,Sik,all,93
2016-01-01,Kedah,Sik,all,93
2017-01-01,Kedah,Sik,all,93
2018-01-01,Kedah,Sik,all,93
2019-01-01,Kedah,Sik,all,93
2020-01-01,Kedah,Sik,all,93
2021-01-01,Kedah,Sik,all,93
2022-01-01,Kedah,Sik,all,93
2015-01-01,Kedah,Sik,hospital_moh,93
2016-01-01,Kedah,Sik,hospital_moh,93
2017-01-01,Kedah,Sik,hospital_moh,93
2018-01-01,Kedah,Sik,hospital_moh,93
2019-01-01,Kedah,Sik,hospital_moh,93
2020-01-01,Kedah,Sik,hospital_moh,93
2021-01-01,Kedah,Sik,hospital_moh,93
2022-01-01,Kedah,Sik,hospital_moh,93
2015-01-01,Kedah,Sik,hospital_non_moh,0
2016-01-01,Kedah,Sik,hospital_non_moh,0
2017-01-01,Kedah,Sik,hospital_non_moh,0
2018-01-01,Kedah,Sik,hospital_non_moh,0
2019-01-01,Kedah,Sik,hospital_non_moh,0
2020-01-01,Kedah,Sik,hospital_non_moh,0
2021-01-01,Kedah,Sik,hospital_non_moh,0
2022-01-01,Kedah,Sik,hospital_non_moh,0
2015-01-01,Kedah,Sik,special_medical_institution,0
2016-01-01,Kedah,Sik,special_medical_institution,0
2017-01-01,Kedah,Sik,special_medical_institution,0
2018-01-01,Kedah,Sik,special_medical_institution,0
2019-01-01,Kedah,Sik,special_medical_institution,0
2020-01-01,Kedah,Sik,special_medical_institution,0
2021-01-01,Kedah,Sik,special_medical_institution,0
2022-01-01,Kedah,Sik,special_medical_institution,0
2015-01-01,Kedah,Yan,all,89
2016-01-01,Kedah,Yan,all,89
2017-01-01,Kedah,Yan,all,89
2018-01-01,Kedah,Yan,all,89
2019-01-01,Kedah,Yan,all,89
2020-01-01,Kedah,Yan,all,89
2021-01-01,Kedah,Yan,all,89
2022-01-01,Kedah,Yan,all,89
2015-01-01,Kedah,Yan,hospital_moh,89
2016-01-01,Kedah,Yan,hospital_moh,89
2017-01-01,Kedah,Yan,hospital_moh,89
2018-01-01,Kedah,Yan,hospital_moh,89
2019-01-01,Kedah,Yan,hospital_moh,89
2020-01-01,Kedah,Yan,hospital_moh,89
2021-01-01,Kedah,Yan,hospital_moh,89
2022-01-01,Kedah,Yan,hospital_moh,89
2015-01-01,Kedah,Yan,hospital_non_moh,0
2016-01-01,Kedah,Yan,hospital_non_moh,0
2017-01-01,Kedah,Yan,hospital_non_moh,0
2018-01-01,Kedah,Yan,hospital_non_moh,0
2019-01-01,Kedah,Yan,hospital_non_moh,0
2020-01-01,Kedah,Yan,hospital_non_moh,0
2021-01-01,Kedah,Yan,hospital_non_moh,0
2022-01-01,Kedah,Yan,hospital_non_moh,0
2015-01-01,Kedah,Yan,special_medical_institution,0
2016-01-01,Kedah,Yan,special_medical_institution,0
2017-01-01,Kedah,Yan,special_medical_institution,0
2018-01-01,Kedah,Yan,special_medical_institution,0
2019-01-01,Kedah,Yan,special_medical_institution,0
2020-01-01,Kedah,Yan,special_medical_institution,0
2021-01-01,Kedah,Yan,special_medical_institution,0
2022-01-01,Kedah,Yan,special_medical_institution,0
2015-01-01,Kelantan,All Districts,all,2509
2016-01-01,Kelantan,All Districts,all,2589
2017-01-01,Kelantan,All Districts,all,2590
2018-01-01,Kelantan,All Districts,all,2659
2019-01-01,Kelantan,All Districts,all,2787
2020-01-01,Kelantan,All Districts,all,2786
2021-01-01,Kelantan,All Districts,all,2812
2022-01-01,Kelantan,All Districts,all,2970
2015-01-01,Kelantan,All Districts,hospital_moh,1740
2016-01-01,Kelantan,All Districts,hospital_moh,1816
2017-01-01,Kelantan,All Districts,hospital_moh,1816
2018-01-01,Kelantan,All Districts,hospital_moh,1843
2019-01-01,Kelantan,All Districts,hospital_moh,1958
2020-01-01,Kelantan,All Districts,hospital_moh,1957
2021-01-01,Kelantan,All Districts,hospital_moh,1983
2022-01-01,Kelantan,All Districts,hospital_moh,2141
2015-01-01,Kelantan,All Districts,hospital_non_moh,769
2016-01-01,Kelantan,All Districts,hospital_non_moh,773
2017-01-01,Kelantan,All Districts,hospital_non_moh,774
2018-01-01,Kelantan,All Districts,hospital_non_moh,816
2019-01-01,Kelantan,All Districts,hospital_non_moh,829
2020-01-01,Kelantan,All Districts,hospital_non_moh,829
2021-01-01,Kelantan,All Districts,hospital_non_moh,829
2022-01-01,Kelantan,All Districts,hospital_non_moh,829
2015-01-01,Kelantan,All Districts,special_medical_institution,0
2016-01-01,Kelantan,All Districts,special_medical_institution,0
2017-01-01,Kelantan,All Districts,special_medical_institution,0
2018-01-01,Kelantan,All Districts,special_medical_institution,0
2019-01-01,Kelantan,All Districts,special_medical_institution,0
2020-01-01,Kelantan,All Districts,special_medical_institution,0
2021-01-01,Kelantan,All Districts,special_medical_institution,0
2022-01-01,Kelantan,All Districts,special_medical_institution,0
2015-01-01,Kelantan,Bachok,all,0
2016-01-01,Kelantan,Bachok,all,0
2017-01-01,Kelantan,Bachok,all,0
2018-01-01,Kelantan,Bachok,all,0
2019-01-01,Kelantan,Bachok,all,0
2020-01-01,Kelantan,Bachok,all,0
2021-01-01,Kelantan,Bachok,all,0
2022-01-01,Kelantan,Bachok,all,0
2015-01-01,Kelantan,Bachok,hospital_moh,0
2016-01-01,Kelantan,Bachok,hospital_moh,0
2017-01-01,Kelantan,Bachok,hospital_moh,0
2018-01-01,Kelantan,Bachok,hospital_moh,0
2019-01-01,Kelantan,Bachok,hospital_moh,0
2020-01-01,Kelantan,Bachok,hospital_moh,0
2021-01-01,Kelantan,Bachok,hospital_moh,0
2022-01-01,Kelantan,Bachok,hospital_moh,0
2015-01-01,Kelantan,Bachok,hospital_non_moh,0
2016-01-01,Kelantan,Bachok,hospital_non_moh,0
2017-01-01,Kelantan,Bachok,hospital_non_moh,0
2018-01-01,Kelantan,Bachok,hospital_non_moh,0
2019-01-01,Kelantan,Bachok,hospital_non_moh,0
2020-01-01,Kelantan,Bachok,hospital_non_moh,0
2021-01-01,Kelantan,Bachok,hospital_non_moh,0
2022-01-01,Kelantan,Bachok,hospital_non_moh,0
2015-01-01,Kelantan,Bachok,special_medical_institution,0
2016-01-01,Kelantan,Bachok,special_medical_institution,0
2017-01-01,Kelantan,Bachok,special_medical_institution,0
2018-01-01,Kelantan,Bachok,special_medical_institution,0
2019-01-01,Kelantan,Bachok,special_medical_institution,0
2020-01-01,Kelantan,Bachok,special_medical_institution,0
2021-01-01,Kelantan,Bachok,special_medical_institution,0
2022-01-01,Kelantan,Bachok,special_medical_institution,0
2015-01-01,Kelantan,Gua Musang,all,90
2016-01-01,Kelantan,Gua Musang,all,90
2017-01-01,Kelantan,Gua Musang,all,90
2018-01-01,Kelantan,Gua Musang,all,90
2019-01-01,Kelantan,Gua Musang,all,90
2020-01-01,Kelantan,Gua Musang,all,90
2021-01-01,Kelantan,Gua Musang,all,90
2022-01-01,Kelantan,Gua Musang,all,90
2015-01-01,Kelantan,Gua Musang,hospital_moh,90
2016-01-01,Kelantan,Gua Musang,hospital_moh,90
2017-01-01,Kelantan,Gua Musang,hospital_moh,90
2018-01-01,Kelantan,Gua Musang,hospital_moh,90
2019-01-01,Kelantan,Gua Musang,hospital_moh,90
2020-01-01,Kelantan,Gua Musang,hospital_moh,90
2021-01-01,Kelantan,Gua Musang,hospital_moh,90
2022-01-01,Kelantan,Gua Musang,hospital_moh,90
2015-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2016-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2017-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2018-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2019-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2020-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2021-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2022-01-01,Kelantan,Gua Musang,hospital_non_moh,0
2015-01-01,Kelantan,Gua Musang,special_medical_institution,0
2016-01-01,Kelantan,Gua Musang,special_medical_institution,0
2017-01-01,Kelantan,Gua Musang,special_medical_institution,0
2018-01-01,Kelantan,Gua Musang,special_medical_institution,0
2019-01-01,Kelantan,Gua Musang,special_medical_institution,0
2020-01-01,Kelantan,Gua Musang,special_medical_institution,0
2021-01-01,Kelantan,Gua Musang,special_medical_institution,0
2022-01-01,Kelantan,Gua Musang,special_medical_institution,0
2015-01-01,Kelantan,Jeli,all,24
2016-01-01,Kelantan,Jeli,all,80
2017-01-01,Kelantan,Jeli,all,80
2018-01-01,Kelantan,Jeli,all,80
2019-01-01,Kelantan,Jeli,all,80
2020-01-01,Kelantan,Jeli,all,80
2021-01-01,Kelantan,Jeli,all,80
2022-01-01,Kelantan,Jeli,all,80
2015-01-01,Kelantan,Jeli,hospital_moh,24
2016-01-01,Kelantan,Jeli,hospital_moh,80
2017-01-01,Kelantan,Jeli,hospital_moh,80
2018-01-01,Kelantan,Jeli,hospital_moh,80
2019-01-01,Kelantan,Jeli,hospital_moh,80
2020-01-01,Kelantan,Jeli,hospital_moh,80
2021-01-01,Kelantan,Jeli,hospital_moh,80
2022-01-01,Kelantan,Jeli,hospital_moh,80
2015-01-01,Kelantan,Jeli,hospital_non_moh,0
2016-01-01,Kelantan,Jeli,hospital_non_moh,0
2017-01-01,Kelantan,Jeli,hospital_non_moh,0
2018-01-01,Kelantan,Jeli,hospital_non_moh,0
2019-01-01,Kelantan,Jeli,hospital_non_moh,0
2020-01-01,Kelantan,Jeli,hospital_non_moh,0
2021-01-01,Kelantan,Jeli,hospital_non_moh,0
2022-01-01,Kelantan,Jeli,hospital_non_moh,0
2015-01-01,Kelantan,Jeli,special_medical_institution,0
2016-01-01,Kelantan,Jeli,special_medical_institution,0
2017-01-01,Kelantan,Jeli,special_medical_institution,0
2018-01-01,Kelantan,Jeli,special_medical_institution,0
2019-01-01,Kelantan,Jeli,special_medical_institution,0
2020-01-01,Kelantan,Jeli,special_medical_institution,0
2021-01-01,Kelantan,Jeli,special_medical_institution,0
2022-01-01,Kelantan,Jeli,special_medical_institution,0
2015-01-01,Kelantan,Kota Bharu,all,1689
2016-01-01,Kelantan,Kota Bharu,all,1710
2017-01-01,Kelantan,Kota Bharu,all,1711
2018-01-01,Kelantan,Kota Bharu,all,1780
2019-01-01,Kelantan,Kota Bharu,all,1811
2020-01-01,Kelantan,Kota Bharu,all,1811
2021-01-01,Kelantan,Kota Bharu,all,1811
2022-01-01,Kelantan,Kota Bharu,all,1811
2015-01-01,Kelantan,Kota Bharu,hospital_moh,920
2016-01-01,Kelantan,Kota Bharu,hospital_moh,937
2017-01-01,Kelantan,Kota Bharu,hospital_moh,937
2018-01-01,Kelantan,Kota Bharu,hospital_moh,964
2019-01-01,Kelantan,Kota Bharu,hospital_moh,982
2020-01-01,Kelantan,Kota Bharu,hospital_moh,982
2021-01-01,Kelantan,Kota Bharu,hospital_moh,982
2022-01-01,Kelantan,Kota Bharu,hospital_moh,982
2015-01-01,Kelantan,Kota Bharu,hospital_non_moh,769
2016-01-01,Kelantan,Kota Bharu,hospital_non_moh,773
2017-01-01,Kelantan,Kota Bharu,hospital_non_moh,774
2018-01-01,Kelantan,Kota Bharu,hospital_non_moh,816
2019-01-01,Kelantan,Kota Bharu,hospital_non_moh,829
2020-01-01,Kelantan,Kota Bharu,hospital_non_moh,829
2021-01-01,Kelantan,Kota Bharu,hospital_non_moh,829
2022-01-01,Kelantan,Kota Bharu,hospital_non_moh,829
2015-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2016-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2017-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2018-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2019-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2020-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2021-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2022-01-01,Kelantan,Kota Bharu,special_medical_institution,0
2015-01-01,Kelantan,Kuala Krai,all,172
2016-01-01,Kelantan,Kuala Krai,all,172
2017-01-01,Kelantan,Kuala Krai,all,172
2018-01-01,Kelantan,Kuala Krai,all,172
2019-01-01,Kelantan,Kuala Krai,all,268
2020-01-01,Kelantan,Kuala Krai,all,268
2021-01-01,Kelantan,Kuala Krai,all,268
2022-01-01,Kelantan,Kuala Krai,all,424
2015-01-01,Kelantan,Kuala Krai,hospital_moh,172
2016-01-01,Kelantan,Kuala Krai,hospital_moh,172
2017-01-01,Kelantan,Kuala Krai,hospital_moh,172
2018-01-01,Kelantan,Kuala Krai,hospital_moh,172
2019-01-01,Kelantan,Kuala Krai,hospital_moh,268
2020-01-01,Kelantan,Kuala Krai,hospital_moh,268
2021-01-01,Kelantan,Kuala Krai,hospital_moh,268
2022-01-01,Kelantan,Kuala Krai,hospital_moh,424
2015-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2016-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2017-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2018-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2019-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2020-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2021-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2022-01-01,Kelantan,Kuala Krai,hospital_non_moh,0
2015-01-01,Kelantan,Kuala Krai,special_medical_institution,0
2016-01-01,Kelantan,Kuala Krai,special_medical_institution,0
2017-01-01,Kelantan,Kuala Krai,special_medical_institution,0
2018-01-01,Kelantan,Kuala Krai,special_medical_institution,0
2019-01-01,Kelantan,Kuala Krai,special_medical_institution,0
2020-01-01,Kelantan,Kuala Krai,special_medical_institution,0
